1327800583.01,41,-0.0
1327800583.01,49,-0.0
1327800583.02,50,-0.0
1327800583.02,45,-0.0
1327800583.02,46,0.0
1327800583.02,47,0.0
1327800583.02,47,0.0
1327800583.02,48,-0.0
1327800583.02,48,-0.0
1327800583.02,43,0.0
1327800583.02,44,-0.0
1327800583.02,39,-0.0
1327800583.02,40,0.0
1327800583.02,42,0.0
1327800583.03,20,1.1188526837
1327800583.03,21,0.0
1327800583.03,38,0.0
1327800583.03,24,-0.0
1327800583.03,25,0.0
1327800583.03,26,0.0
1327800583.03,27,0.0
1327800583.03,22,-0.0
1327800583.03,23,1.13899655085
1327800583.03,42,0.0
1327800583.04,49,-0.0
1327800583.04,50,-0.0
1327800583.04,45,-0.0
1327800583.04,46,0.0
1327800583.04,47,0.0
1327800583.04,47,0.0
1327800583.04,48,-0.0
1327800583.04,48,-0.0
1327800583.04,43,0.0
1327800583.04,44,-0.0
1327800583.04,39,-0.0
1327800583.04,40,0.0
1327800583.05,41,-0.0
1327800583.05,22,-0.0
1327800583.05,23,1.13899655085
1327800583.05,38,0.0
1327800583.05,24,-0.0
1327800583.05,25,0.0
1327800583.05,26,0.0
1327800583.05,27,0.0
1327800583.05,20,1.1188526837
1327800583.05,21,0.0
1327800583.05,41,-0.0
1327800583.06,49,-0.0
1327800583.06,50,-0.0
1327800583.06,45,-0.0
1327800583.06,46,0.0
1327800583.06,47,0.0
1327800583.06,47,0.0
1327800583.06,48,-0.0
1327800583.06,48,-0.0
1327800583.06,43,0.0
1327800583.06,44,-0.0
1327800583.06,39,-0.0
1327800583.07,40,0.0
1327800583.07,42,0.0
1327800583.07,20,1.1188526837
1327800583.07,21,0.0
1327800583.07,38,0.0
1327800583.07,24,-0.0
1327800583.07,25,0.0
1327800583.07,26,0.0
1327800583.07,27,0.0
1327800583.07,22,-0.0
1327800583.07,23,1.13899655085
1327800583.07,42,0.0
1327800583.08,49,-0.0
1327800583.08,50,-0.0
1327800583.08,45,-0.0
1327800583.08,46,0.0
1327800583.08,47,0.0
1327800583.08,47,0.0
1327800583.08,48,-0.0
1327800583.08,48,-0.0
1327800583.08,43,0.0
1327800583.08,44,-0.0
1327800583.08,39,-0.0
1327800583.09,40,0.0
1327800583.09,41,-0.0
1327800583.09,22,-0.0
1327800583.09,23,1.13899655085
1327800583.09,38,0.0
1327800583.09,24,-0.0
1327800583.09,25,0.0
1327800583.09,26,0.0
1327800583.09,27,0.0
1327800583.09,20,1.1188526837
1327800583.09,21,0.0
1327800583.1,41,-0.0
1327800583.1,49,-0.0
1327800583.1,50,-0.0
1327800583.1,45,-0.0
1327800583.1,46,0.0
1327800583.1,47,0.0
1327800583.1,47,0.0
1327800583.1,48,-0.0
1327800583.1,48,-0.0
1327800583.1,43,0.0
1327800583.1,44,-0.0
1327800583.11,39,-0.0
1327800583.11,40,0.0
1327800583.11,42,0.0
1327800583.11,20,1.1188526837
1327800583.11,21,0.0
1327800583.11,38,0.0
1327800583.11,24,-0.0
1327800583.11,25,0.0
1327800583.11,26,0.0
1327800583.11,27,0.0
1327800583.11,22,-0.0
1327800583.11,23,1.13899655085
1327800583.12,42,0.0
1327800583.12,49,-0.0
1327800583.12,50,-0.0
1327800583.12,45,-0.0
1327800583.12,46,0.0
1327800583.12,47,0.0
1327800583.12,47,0.0
1327800583.12,48,-0.0
1327800583.12,48,-0.0
1327800583.12,43,0.0
1327800583.12,44,-0.0
1327800583.13,39,-0.0
1327800583.13,40,0.0
1327800583.13,41,-0.0
1327800583.13,22,-0.0
1327800583.13,23,1.13899655085
1327800583.13,38,0.0
1327800583.13,24,-0.0
1327800583.13,25,0.0
1327800583.13,26,0.0
1327800583.13,27,0.0
1327800583.13,20,1.1188526837
